Iteration 1, Training loss 0.6931, Training accuracy 0.5534, Validation accuracy 0.7319
Iteration 15097, Training loss 0.0066, Training accuracy 0.9945, Validation accuracy 0.9622
Iteration 15098, Training loss 0.0346, Training accuracy 0.9711, Validation accuracy 0.9632
Iteration 15099, Training loss 0.0522, Training accuracy 0.9562, Validation accuracy 0.9653
Iteration 15100, Training loss 0.0279, Training accuracy 0.9797, Validation accuracy 0.9663
Iteration 15101, Training loss 0.0188, Training accuracy 0.9828, Validation accuracy 0.9663
Iteration 15102, Training loss 0.0209, Training accuracy 0.9839, Validation accuracy 0.9656
Iteration 15103, Training loss 0.0432, Training accuracy 0.9615, Validation accuracy 0.9653
Iteration 15104, Training loss 0.0058, Training accuracy 0.9950, Validation accuracy 0.9651
Iteration 15105, Training loss 0.0139, Training accuracy 0.9892, Validation accuracy 0.9654
Iteration 15106, Training loss 0.0222, Training accuracy 0.9782, Validation accuracy 0.9661
Iteration 15107, Training loss 0.0014, Training accuracy 0.9993, Validation accuracy 0.9665
Iteration 15108, Training loss 0.0151, Training accuracy 0.9870, Validation accuracy 0.9668
Iteration 15109, Training loss 0.0351, Training accuracy 0.9717, Validation accuracy 0.9673
Iteration 15110, Training loss 0.0413, Training accuracy 0.9709, Validation accuracy 0.9675
Iteration 15111, Training loss 0.0318, Training accuracy 0.9710, Validation accuracy 0.9670
Iteration 15112, Training loss 0.0116, Training accuracy 0.9895, Validation accuracy 0.9657
Iteration 15113, Training loss 0.0104, Training accuracy 0.9907, Validation accuracy 0.9639
Iteration 15114, Training loss 0.0292, Training accuracy 0.9766, Validation accuracy 0.9628
Iteration 15115, Training loss 0.0365, Training accuracy 0.9706, Validation accuracy 0.9633
Iteration 15116, Training loss 0.0131, Training accuracy 0.9876, Validation accuracy 0.9639
Iteration 15117, Training loss 0.0040, Training accuracy 0.9975, Validation accuracy 0.9642
Iteration 15118, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9645
Iteration 15119, Training loss 0.0324, Training accuracy 0.9826, Validation accuracy 0.9650
Iteration 15120, Training loss 0.0055, Training accuracy 0.9948, Validation accuracy 0.9653
Iteration 15121, Training loss 0.0158, Training accuracy 0.9854, Validation accuracy 0.9658
Iteration 15122, Training loss 0.0321, Training accuracy 0.9700, Validation accuracy 0.9663
Iteration 15123, Training loss 0.0313, Training accuracy 0.9743, Validation accuracy 0.9670
Iteration 15124, Training loss 0.0255, Training accuracy 0.9798, Validation accuracy 0.9672
Iteration 15125, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9668
Iteration 15126, Training loss 0.0145, Training accuracy 0.9888, Validation accuracy 0.9664
Iteration 15127, Training loss 0.0190, Training accuracy 0.9833, Validation accuracy 0.9657
Iteration 15128, Training loss 0.0075, Training accuracy 0.9951, Validation accuracy 0.9651
Iteration 15129, Training loss 0.0085, Training accuracy 0.9922, Validation accuracy 0.9645
Iteration 15130, Training loss 0.0025, Training accuracy 0.9972, Validation accuracy 0.9641
Iteration 15131, Training loss 0.0239, Training accuracy 0.9791, Validation accuracy 0.9637
Iteration 15132, Training loss 0.0240, Training accuracy 0.9794, Validation accuracy 0.9640
Iteration 15133, Training loss 0.0087, Training accuracy 0.9920, Validation accuracy 0.9645
Iteration 15134, Training loss 0.0477, Training accuracy 0.9585, Validation accuracy 0.9648
Iteration 15135, Training loss 0.0063, Training accuracy 0.9948, Validation accuracy 0.9651
Iteration 15136, Training loss 0.0085, Training accuracy 0.9929, Validation accuracy 0.9654
Iteration 15137, Training loss 0.0716, Training accuracy 0.9413, Validation accuracy 0.9656
Iteration 15138, Training loss 0.0047, Training accuracy 0.9970, Validation accuracy 0.9652
Iteration 15139, Training loss 0.0332, Training accuracy 0.9742, Validation accuracy 0.9648
Iteration 15140, Training loss 0.0083, Training accuracy 0.9938, Validation accuracy 0.9642
Iteration 15141, Training loss 0.0546, Training accuracy 0.9570, Validation accuracy 0.9639
Iteration 15142, Training loss 0.0296, Training accuracy 0.9736, Validation accuracy 0.9633
Iteration 15143, Training loss 0.0366, Training accuracy 0.9694, Validation accuracy 0.9629
Iteration 15144, Training loss 0.0407, Training accuracy 0.9670, Validation accuracy 0.9627
Iteration 15145, Training loss 0.0011, Training accuracy 0.9991, Validation accuracy 0.9625
Iteration 15146, Training loss 0.0143, Training accuracy 0.9883, Validation accuracy 0.9625
Iteration 15147, Training loss 0.0053, Training accuracy 0.9950, Validation accuracy 0.9625
Iteration 15148, Training loss 0.0196, Training accuracy 0.9813, Validation accuracy 0.9628
Iteration 15149, Training loss 0.0108, Training accuracy 0.9914, Validation accuracy 0.9632
Iteration 15150, Training loss 0.0022, Training accuracy 0.9982, Validation accuracy 0.9637
Iteration 15151, Training loss 0.0507, Training accuracy 0.9625, Validation accuracy 0.9639
Iteration 15152, Training loss 0.0307, Training accuracy 0.9749, Validation accuracy 0.9640
Iteration 15153, Training loss 0.0077, Training accuracy 0.9926, Validation accuracy 0.9643
Iteration 15154, Training loss 0.0185, Training accuracy 0.9876, Validation accuracy 0.9646
Iteration 15155, Training loss 0.0063, Training accuracy 0.9944, Validation accuracy 0.9652
Iteration 15156, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9655
Iteration 15157, Training loss 0.0231, Training accuracy 0.9826, Validation accuracy 0.9660
Iteration 15158, Training loss 0.0042, Training accuracy 0.9961, Validation accuracy 0.9663
Iteration 15159, Training loss 0.0171, Training accuracy 0.9857, Validation accuracy 0.9664
Iteration 15160, Training loss 0.0276, Training accuracy 0.9766, Validation accuracy 0.9664
Iteration 15161, Training loss 0.0292, Training accuracy 0.9739, Validation accuracy 0.9661
Iteration 15162, Training loss 0.0361, Training accuracy 0.9681, Validation accuracy 0.9662
Iteration 15163, Training loss 0.0289, Training accuracy 0.9753, Validation accuracy 0.9664
Iteration 15164, Training loss 0.0096, Training accuracy 0.9919, Validation accuracy 0.9664
Iteration 15165, Training loss 0.0234, Training accuracy 0.9785, Validation accuracy 0.9666
Iteration 15166, Training loss 0.0245, Training accuracy 0.9775, Validation accuracy 0.9667
Iteration 15167, Training loss 0.0207, Training accuracy 0.9835, Validation accuracy 0.9664
Iteration 15168, Training loss 0.0209, Training accuracy 0.9823, Validation accuracy 0.9662
Iteration 15169, Training loss 0.0045, Training accuracy 0.9969, Validation accuracy 0.9660
Iteration 15170, Training loss 0.0079, Training accuracy 0.9936, Validation accuracy 0.9657
Iteration 15171, Training loss 0.0009, Training accuracy 0.9993, Validation accuracy 0.9653
Iteration 15172, Training loss 0.0054, Training accuracy 0.9958, Validation accuracy 0.9647
Iteration 15173, Training loss 0.0854, Training accuracy 0.9455, Validation accuracy 0.9654
Iteration 15174, Training loss 0.0332, Training accuracy 0.9723, Validation accuracy 0.9665
Iteration 15175, Training loss 0.0136, Training accuracy 0.9870, Validation accuracy 0.9671
Iteration 15176, Training loss 0.0100, Training accuracy 0.9907, Validation accuracy 0.9675
Iteration 15177, Training loss 0.0065, Training accuracy 0.9950, Validation accuracy 0.9676
Iteration 15178, Training loss 0.0226, Training accuracy 0.9809, Validation accuracy 0.9679
Iteration 15179, Training loss 0.0280, Training accuracy 0.9762, Validation accuracy 0.9680
Iteration 15180, Training loss 0.0348, Training accuracy 0.9742, Validation accuracy 0.9683
Iteration 15181, Training loss 0.0287, Training accuracy 0.9748, Validation accuracy 0.9686
Iteration 15182, Training loss 0.0287, Training accuracy 0.9766, Validation accuracy 0.9686
Iteration 15183, Training loss 0.0178, Training accuracy 0.9829, Validation accuracy 0.9685
Iteration 15184, Training loss 0.0255, Training accuracy 0.9801, Validation accuracy 0.9683
Iteration 15185, Training loss 0.0279, Training accuracy 0.9762, Validation accuracy 0.9680
Iteration 15186, Training loss 0.0090, Training accuracy 0.9924, Validation accuracy 0.9672
Iteration 15187, Training loss 0.0027, Training accuracy 0.9990, Validation accuracy 0.9664
Iteration 15188, Training loss 0.0239, Training accuracy 0.9836, Validation accuracy 0.9662
Iteration 15189, Training loss 0.0543, Training accuracy 0.9527, Validation accuracy 0.9662
Iteration 15190, Training loss 0.0390, Training accuracy 0.9723, Validation accuracy 0.9660
Iteration 15191, Training loss 0.0281, Training accuracy 0.9769, Validation accuracy 0.9658
Iteration 15192, Training loss 0.0450, Training accuracy 0.9629, Validation accuracy 0.9654
Iteration 15193, Training loss 0.0167, Training accuracy 0.9864, Validation accuracy 0.9653
Iteration 15194, Training loss 0.0081, Training accuracy 0.9938, Validation accuracy 0.9651
Iteration 15195, Training loss 0.0064, Training accuracy 0.9948, Validation accuracy 0.9647
Iteration 15196, Training loss 0.0125, Training accuracy 0.9920, Validation accuracy 0.9644
Iteration 15197, Training loss 0.0001, Training accuracy 1.0000, Validation accuracy 0.9640
Iteration 15198, Training loss 0.0424, Training accuracy 0.9597, Validation accuracy 0.9641
Iteration 15199, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9641
Iteration 15200, Training loss 0.0166, Training accuracy 0.9882, Validation accuracy 0.9640
Iteration 15201, Training loss 0.0396, Training accuracy 0.9678, Validation accuracy 0.9640
Iteration 15202, Training loss 0.0156, Training accuracy 0.9874, Validation accuracy 0.9642
Iteration 15203, Training loss 0.0278, Training accuracy 0.9793, Validation accuracy 0.9643
Iteration 15204, Training loss 0.0791, Training accuracy 0.9335, Validation accuracy 0.9646
Iteration 15205, Training loss 0.0169, Training accuracy 0.9844, Validation accuracy 0.9651
Iteration 15206, Training loss 0.0517, Training accuracy 0.9567, Validation accuracy 0.9657
Iteration 15207, Training loss 0.0430, Training accuracy 0.9621, Validation accuracy 0.9660
Iteration 15208, Training loss 0.0153, Training accuracy 0.9869, Validation accuracy 0.9663
Iteration 15209, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9664
Iteration 15210, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9665
Iteration 15211, Training loss 0.0050, Training accuracy 0.9950, Validation accuracy 0.9667
Iteration 15212, Training loss 0.0267, Training accuracy 0.9755, Validation accuracy 0.9669
Iteration 15213, Training loss 0.0278, Training accuracy 0.9761, Validation accuracy 0.9671
Iteration 15214, Training loss 0.0111, Training accuracy 0.9922, Validation accuracy 0.9671
Iteration 15215, Training loss 0.0061, Training accuracy 0.9960, Validation accuracy 0.9671
Iteration 15216, Training loss 0.0218, Training accuracy 0.9816, Validation accuracy 0.9671
Iteration 15217, Training loss 0.0208, Training accuracy 0.9823, Validation accuracy 0.9671
Iteration 15218, Training loss 0.0006, Training accuracy 0.9996, Validation accuracy 0.9669
Iteration 15219, Training loss 0.0264, Training accuracy 0.9766, Validation accuracy 0.9671
Iteration 15220, Training loss 0.0341, Training accuracy 0.9696, Validation accuracy 0.9673
Iteration 15221, Training loss 0.0295, Training accuracy 0.9750, Validation accuracy 0.9674
Iteration 15222, Training loss 0.0056, Training accuracy 0.9944, Validation accuracy 0.9674
Iteration 15223, Training loss 0.0138, Training accuracy 0.9876, Validation accuracy 0.9675
Iteration 15224, Training loss 0.0037, Training accuracy 0.9976, Validation accuracy 0.9674
Iteration 15225, Training loss 0.0162, Training accuracy 0.9847, Validation accuracy 0.9674
Iteration 15226, Training loss 0.0170, Training accuracy 0.9904, Validation accuracy 0.9672
Iteration 15227, Training loss 0.0727, Training accuracy 0.9527, Validation accuracy 0.9671
Iteration 15228, Training loss 0.0019, Training accuracy 0.9982, Validation accuracy 0.9670
Iteration 15229, Training loss 0.0270, Training accuracy 0.9780, Validation accuracy 0.9666
Iteration 15230, Training loss 0.0218, Training accuracy 0.9851, Validation accuracy 0.9661
Iteration 15231, Training loss 0.0743, Training accuracy 0.9381, Validation accuracy 0.9662
Iteration 15232, Training loss 0.0204, Training accuracy 0.9832, Validation accuracy 0.9662
Iteration 15233, Training loss 0.0146, Training accuracy 0.9873, Validation accuracy 0.9659
Iteration 15234, Training loss 0.0103, Training accuracy 0.9899, Validation accuracy 0.9657
Iteration 15235, Training loss 0.0106, Training accuracy 0.9904, Validation accuracy 0.9656
Iteration 15236, Training loss 0.0313, Training accuracy 0.9722, Validation accuracy 0.9654
Iteration 15237, Training loss 0.0115, Training accuracy 0.9899, Validation accuracy 0.9655
Iteration 15238, Training loss 0.0169, Training accuracy 0.9854, Validation accuracy 0.9654
Iteration 15239, Training loss 0.0234, Training accuracy 0.9801, Validation accuracy 0.9655
Iteration 15240, Training loss 0.0282, Training accuracy 0.9761, Validation accuracy 0.9657
Iteration 15241, Training loss 0.0348, Training accuracy 0.9703, Validation accuracy 0.9662
Iteration 15242, Training loss 0.1091, Training accuracy 0.9213, Validation accuracy 0.9659
Iteration 15243, Training loss 0.1056, Training accuracy 0.9072, Validation accuracy 0.9652
Iteration 15244, Training loss 0.0169, Training accuracy 0.9838, Validation accuracy 0.9645
Iteration 15245, Training loss 0.0182, Training accuracy 0.9863, Validation accuracy 0.9640
Iteration 15246, Training loss 0.0064, Training accuracy 0.9941, Validation accuracy 0.9634
Iteration 15247, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9629
Iteration 15248, Training loss 0.0021, Training accuracy 0.9984, Validation accuracy 0.9621
Iteration 15249, Training loss 0.0241, Training accuracy 0.9822, Validation accuracy 0.9615
Iteration 15250, Training loss 0.0107, Training accuracy 0.9896, Validation accuracy 0.9612
Iteration 15251, Training loss 0.0214, Training accuracy 0.9855, Validation accuracy 0.9606
Iteration 15252, Training loss 0.0265, Training accuracy 0.9820, Validation accuracy 0.9606
Iteration 15253, Training loss 0.0503, Training accuracy 0.9598, Validation accuracy 0.9605
Iteration 15254, Training loss 0.0423, Training accuracy 0.9668, Validation accuracy 0.9607
Iteration 15255, Training loss 0.0056, Training accuracy 0.9975, Validation accuracy 0.9606
Iteration 15256, Training loss 0.0462, Training accuracy 0.9635, Validation accuracy 0.9607
Iteration 15257, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9605
Iteration 15258, Training loss 0.0369, Training accuracy 0.9788, Validation accuracy 0.9605
Iteration 15259, Training loss 0.0049, Training accuracy 0.9976, Validation accuracy 0.9603
Iteration 15260, Training loss 0.0100, Training accuracy 0.9904, Validation accuracy 0.9601
Iteration 15261, Training loss 0.0306, Training accuracy 0.9784, Validation accuracy 0.9598
Iteration 15262, Training loss 0.0582, Training accuracy 0.9552, Validation accuracy 0.9600
